name,company,year,kms_driven,fuel_type,Price
Maruti s-cross 2017-2020,Maruti,2016,32000,Diesel,690000
Maruti swift dzire,Maruti,2017,41232,Diesel,589000
Maruti ignis 1.2,Maruti,2018,20375,Petrol,480000
Maruti swift zdi,Maruti,2013,43978,Diesel,450000
Mahindra bolero b4,Mahindra,2015,40200,Diesel,445000
Hyundai i20 1.2,Hyundai,2018,30000,Petrol,700000
Maruti ertiga zdi,Maruti,2014,90000,Diesel,560000
Ford ecosport sports,Ford,2013,48000,Diesel,475000
Honda amaze e,Honda,2014,27233,Diesel,465000
Maruti swift dzire,Maruti,2017,28832,Diesel,520000
Tata manza aura,Tata,2011,35000,Petrol,225000
Maruti ertiga zxi,Maruti,2015,35000,Petrol,700000
Honda city 2017-2020,Honda,2006,80000,Petrol,93150
Mahindra quanto c4,Mahindra,2016,30000,Diesel,403000
Hyundai i10 era,Hyundai,2009,50000,Petrol,229999
Maruti swift dzire,Maruti,2016,40000,Diesel,525000
Maruti ertiga vxi,Maruti,2014,25000,Petrol,560000
Mahindra xuv500 w7,Mahindra,2020,120000,Diesel,830000
Maruti ritz vdi,Maruti,2011,60000,Diesel,250000
Mahindra bolero 2011-2019,Mahindra,2014,110000,Diesel,450000
Mahindra scorpio 1.99,Mahindra,2016,67000,Diesel,745000
Ford figo diesel,Ford,2010,50000,Diesel,144000
Maruti zen estilo,Maruti,2008,40000,Petrol,120000
Tata new safari,Tata,2008,120000,Diesel,300000
Maruti 800 dx,Maruti,1999,100000,Petrol,52000
Mahindra scorpio 2.6,Mahindra,2003,98000,Diesel,300000
Mahindra bolero di,Mahindra,2009,150000,Diesel,270000
Chevrolet sail lt,Chevrolet,2014,38000,Diesel,260000
Toyota etios gd,Toyota,2015,120000,Diesel,475000
Ford figo diesel,Ford,2011,103000,Diesel,302000
Maruti 800 ac,Maruti,1994,60000,Petrol,45000
Maruti vitara brezza,Maruti,2017,80000,Diesel,775000
Maruti ertiga vdi,Maruti,2015,50000,Diesel,700000
Maruti swift vdi,Maruti,2014,90000,Diesel,530000
Tata nexon 1.5,Tata,2017,70000,Diesel,869999
Hyundai elantra crdi,Hyundai,2006,110000,Diesel,155000
Tata tiago 1.2,Tata,2019,30000,Petrol,550000
Maruti swift dzire,Maruti,2016,80000,Diesel,600000
Maruti swift dzire,Maruti,2012,110000,Diesel,430000
Tata manza aura,Tata,2010,120000,Diesel,246000
Maruti zen vxi,Maruti,2003,120000,Petrol,120000
Hyundai i20 asta,Hyundai,2014,70000,Petrol,565000
Hyundai elite i20,Hyundai,2018,60000,Diesel,850000
Maruti alto lxi,Maruti,2006,90000,Petrol,160000
Fiat linea classic,Fiat,2014,142500,Diesel,325000
Mahindra scorpio vlx,Mahindra,2011,90000,Diesel,450000
Hyundai i10 sportz,Hyundai,2015,50000,Petrol,310000
Honda amaze s,Honda,2013,90000,Diesel,250000
Maruti swift dzire,Maruti,2015,115000,Diesel,420000
Hyundai i20 sportz,Hyundai,2013,150000,Petrol,330000
Maruti swift vxi,Maruti,2015,68000,Petrol,405000
Mahindra bolero 2011-2019,Mahindra,2013,90000,Diesel,400000
Honda city v,Honda,2010,110000,Petrol,409999
Mahindra bolero 2011-2019,Mahindra,2013,70000,Diesel,500000
Mahindra xuv500 w8,Mahindra,2011,80000,Diesel,590000
Hyundai santro xing,Hyundai,2006,118000,Petrol,80000
Hyundai i10 era,Hyundai,2007,100000,Petrol,135000
Maruti wagon r,Maruti,2004,70000,Petrol,70000
Maruti 800 std,Maruti,2004,77000,Petrol,45000
Maruti swift dzire,Maruti,2018,35500,Diesel,650000
Maruti wagon r,Maruti,2018,17500,Petrol,400000
Maruti alto k10,Maruti,2017,27000,Petrol,350000
Hyundai grand i10,Hyundai,2017,60000,Diesel,550000
Maruti wagon r,Maruti,2016,25000,Petrol,350000
Maruti swift dzire,Maruti,2015,80000,Diesel,459999
Maruti alto lxi,Maruti,2012,60000,Petrol,185000
Volkswagen polo diesel,Volkswagen,2013,38000,Diesel,550000
Maruti wagon r,Maruti,2012,100000,LPG,300000
Maruti omni e,Maruti,2012,60000,Petrol,175000
Toyota innova 2.5,Toyota,2011,110000,Diesel,900000
Honda br-v i-dtec,Honda,2016,92000,Diesel,900000
Mahindra bolero 2011-2019,Mahindra,2012,180000,Diesel,550000
Maruti baleno zeta,Maruti,2018,10000,Petrol,625000
Maruti alto 800,Maruti,2017,35000,Petrol,310000
Maruti swift ddis,Maruti,2017,35000,Diesel,500000
Hyundai grand i10,Hyundai,2016,23000,Diesel,610000
Tata indigo cs,Tata,2012,150000,Diesel,150000
Hyundai xcent 1.1,Hyundai,2015,70000,Diesel,480000
Hyundai i20 1.2,Hyundai,2017,40000,Petrol,650000
Hyundai i20 1.4,Hyundai,2012,100000,Diesel,290000
Maruti alto 800,Maruti,2017,50000,Petrol,300000
Maruti swift dzire,Maruti,2010,120000,Diesel,270000
Hyundai xcent 1.1,Hyundai,2015,60000,Diesel,400000
Maruti alto 800,Maruti,2015,28000,Petrol,280000
Maruti swift dzire,Maruti,2009,60000,Petrol,250000
Maruti swift dzire,Maruti,2012,80000,Diesel,495000
Honda amaze v,Honda,2019,4500,Petrol,700000
Tata indigo ecs,Tata,2013,70000,Diesel,310000
Renault duster 85ps,Renault,2017,120000,Diesel,650000
Honda jazz 1.2,Honda,2015,80000,Petrol,600000
Tata new safari,Tata,2009,150000,Diesel,150000
Mahindra renault logan,Mahindra,2009,120000,Petrol,135000
Maruti swift dzire,Maruti,2014,50000,Diesel,650000
Honda city v,Honda,2012,83000,Petrol,550000
Maruti swift dzire,Maruti,2017,20000,Diesel,650000
Honda brio 1.2,Honda,2017,6750,Petrol,450000
Maruti ciaz vxi,Maruti,2015,26000,Petrol,650000
Hyundai grand i10,Hyundai,2017,52000,Petrol,430000
Hyundai creta 1.6,Hyundai,2017,51000,Diesel,1143000
Maruti swift amt,Maruti,2019,20000,Petrol,700000
Maruti ritz vxi,Maruti,2011,18500,Petrol,229999
Mahindra tuv 300,Mahindra,2017,142000,Diesel,509999
Ford ecosport 1.5,Ford,2016,50478,Petrol,670000
Tata tiago 1.2,Tata,2019,9200,Petrol,525000
Renault duster 85ps,Renault,2016,40000,Diesel,515000
Maruti baleno delta,Maruti,2020,5000,Petrol,630000
Datsun redigo a,Datsun,2019,2300,Petrol,270000
Maruti alto 800,Maruti,2016,40000,Petrol,300000
Mahindra xylo d2,Mahindra,2012,119000,Diesel,250000
Maruti alto lx,Maruti,2005,100000,Petrol,90000
Maruti ertiga shvs,Maruti,2017,100000,Diesel,750000
Maruti wagon r,Maruti,2009,50000,Petrol,135000
Maruti eeco smiles,Maruti,2013,80000,Petrol,275000
Tata nexon 1.2,Tata,2018,15000,Petrol,740000
Toyota yaris v,Toyota,2018,4295,Petrol,1000000
Toyota yaris v,Toyota,2018,5229,Petrol,1000000
Hyundai grand i10,Hyundai,2019,4701,Petrol,550000
Maruti baleno alpha,Maruti,2016,6757,Petrol,600000
Skoda rapid 1.6,Skoda,2016,28182,Petrol,675000
Nissan kicks xv,Nissan,2019,11533,Petrol,950000
Honda city i,Honda,2017,11688,Petrol,850000
Toyota corolla altis,Toyota,2012,57728,Petrol,550000
Maruti ciaz 1.3,Maruti,2018,23712,Diesel,925000
Ford ecosport 1.5,Ford,2015,70670,Petrol,625000
Maruti alto 800,Maruti,2014,43381,Petrol,200000
Honda city i,Honda,2014,79011,Petrol,635000
Maruti sx4 vdi,Maruti,2014,50000,Diesel,425000
Maruti wagon r,Maruti,2011,40000,Petrol,220000
Hyundai grand i10,Hyundai,2018,10000,Petrol,590000
Mahindra thar crde,Mahindra,2017,35000,Diesel,775000
Maruti ritz vxi,Maruti,2015,58500,Petrol,350000
Maruti baleno delta,Maruti,2018,20000,Petrol,575000
Nissan micra xl,Nissan,2011,43500,Petrol,200000
Ford ecosport 1.5,Ford,2015,63000,Diesel,600000
Mahindra bolero 2011-2019,Mahindra,2016,35000,Diesel,720000
Tata indigo ecs,Tata,2012,110000,Diesel,158000
Hyundai xcent 1.2,Hyundai,2017,30000,Petrol,580000
Mahindra bolero 2011-2019,Mahindra,2012,50000,Diesel,420000
Renault kwid 1.0,Renault,2018,30000,Petrol,350000
Honda city i,Honda,2014,56000,Petrol,650000
Maruti wagon r,Maruti,2017,12700,Petrol,400000
Tata nexon 1.5,Tata,2018,35000,Diesel,700000
Hyundai xcent 1.2,Hyundai,2017,30000,Petrol,520000
Mahindra scorpio lx,Mahindra,2012,120000,Diesel,450000
Tata safari storme,Tata,2017,100000,Diesel,850000
Renault kwid rxt,Renault,2017,34000,Petrol,350000
Mahindra xylo d2,Mahindra,2011,56000,Diesel,450000
Hyundai i10 era,Hyundai,2008,90000,Petrol,165000
Hyundai santro xing,Hyundai,2010,65000,Petrol,160000
Tata new safari,Tata,2011,80000,Diesel,300000
Mahindra scorpio vlx,Mahindra,2012,90000,Diesel,550000
Maruti alto k10,Maruti,2015,40000,Petrol,285000
Maruti ertiga zxi,Maruti,2018,25000,Petrol,900000
Maruti alto lxi,Maruti,2005,49455,Petrol,180000
Hyundai eon d,Hyundai,2016,100000,Petrol,220000
Tata indica vista,Tata,2013,120000,Diesel,120000
Hyundai i20 asta,Hyundai,2010,90000,Petrol,220000
Chevrolet sail hatchback,Chevrolet,2013,46815,Diesel,420000
Tata indica vista,Tata,2013,110000,Diesel,160000
Hyundai eon era,Hyundai,2015,80000,Petrol,250000
Maruti ertiga zdi,Maruti,2013,100000,Diesel,385000
Maruti wagon r,Maruti,2014,80000,Petrol,318000
Hyundai xcent 1.2,Hyundai,2018,40000,Petrol,480000
Maruti celerio vxi,Maruti,2015,70000,Petrol,330000
Tata indica vista,Tata,2011,80000,Diesel,152000
Maruti alto 800,Maruti,2014,40000,Petrol,250000
Tata indica vista,Tata,2011,80000,Diesel,248000
Nissan micra xv,Nissan,2011,60000,Petrol,300000
Hyundai i20 1.2,Hyundai,2017,50000,Petrol,550000
Hyundai i20 sportz,Hyundai,2016,30000,Diesel,650000
Hyundai grand i10,Hyundai,2017,25000,Petrol,445000
Mahindra nuvosport n8,Mahindra,2016,100000,Diesel,600000
Renault duster adventure,Renault,2014,175000,Diesel,495000
Maruti sx4 zxi,Maruti,2011,65000,Petrol,220000
Maruti sx4 zxi,Maruti,2011,65000,Petrol,260000
Hyundai santro xing,Hyundai,2009,90000,Petrol,150000
Ford figo diesel,Ford,2011,80000,Diesel,200000
Toyota etios liva,Toyota,2012,80000,Diesel,285000
Honda civic hybrid,Honda,2008,60000,Petrol,250000
Mahindra xylo d4,Mahindra,2014,160000,Diesel,310000
Mahindra scorpio vlx,Mahindra,2010,100875,Diesel,600000
Maruti baleno delta,Maruti,2018,20000,Petrol,560000
Maruti swift dzire,Maruti,2016,30000,Petrol,500000
Hyundai grand i10,Hyundai,2013,118000,Diesel,270000
Hyundai verna 1.6,Hyundai,2013,69000,Diesel,420000
Maruti swift dzire,Maruti,2015,25000,Petrol,434999
Hyundai xcent 1.2,Hyundai,2015,100000,Petrol,400000
Maruti swift dzire,Maruti,2015,110000,Diesel,470000
Nissan terrano xl,Nissan,2015,60000,Diesel,480000
Hyundai santro xing,Hyundai,2008,128000,Petrol,105000
Tata tiago 1.05,Tata,2017,120000,Diesel,325000
Toyota etios liva,Toyota,2012,80000,Diesel,280000
Hyundai grand i10,Hyundai,2020,5000,Petrol,675000
Hyundai i10 sportz,Hyundai,2009,90000,Petrol,170000
Honda accord 2.4,Honda,2012,144030,Petrol,600000
Hyundai i20 2015-2017,Hyundai,2016,29000,Petrol,650000
Maruti wagon r,Maruti,2007,90000,LPG,105000
Mahindra renault logan,Mahindra,2009,176000,Diesel,200000
Tata indigo cs,Tata,2013,150000,Diesel,200000
Maruti omni e,Maruti,2016,90000,Petrol,220000
Volkswagen vento 1.6,Volkswagen,2014,70000,Petrol,500000
Mahindra renault logan,Mahindra,2007,99000,Diesel,175000
Tata tiago 1.2,Tata,2018,5000,Petrol,450000
Chevrolet optra magnum,Chevrolet,2008,90000,Diesel,210000
Maruti ritz vdi,Maruti,2011,89000,Diesel,270000
Tata indica v2,Tata,2006,88000,Diesel,110000
Maruti swift dzire,Maruti,2015,30000,Diesel,480000
Maruti swift dzire,Maruti,2016,50000,Diesel,650000
Maruti swift dzire,Maruti,2013,80000,Diesel,480000
Hyundai i20 asta,Hyundai,2016,40000,Diesel,700000
Maruti ertiga vdi,Maruti,2015,110000,Diesel,650000
Volkswagen vento 1.5,Volkswagen,2016,60000,Diesel,1000000
Toyota yaris v,Toyota,2018,12800,Petrol,1080000
Hyundai eon d,Hyundai,2012,40000,Petrol,170000
Maruti swift ddis,Maruti,2017,49000,Diesel,610000
Maruti ritz vxi,Maruti,2014,25000,Petrol,350000
Maruti alto 800,Maruti,2016,65000,Petrol,260000
Fiat linea 1.3,Fiat,2015,20000,Diesel,700000
Volkswagen polo 2015-2019,Volkswagen,2018,17000,Petrol,678000
Maruti sx4 s,Maruti,2015,15000,Diesel,800000
Toyota etios gd,Toyota,2014,120000,Diesel,400000
Hyundai i20 magna,Hyundai,2010,49000,Petrol,300000
Hyundai i20 2015-2017,Hyundai,2016,29000,Petrol,520000
Nissan terrano xv,Nissan,2017,55000,Diesel,850000
Tata nexon 1.5,Tata,2017,35000,Diesel,830000
Datsun go t,Datsun,2018,5000,Petrol,430000
Ford ecosport 1.5,Ford,2017,60000,Diesel,850000
Maruti swift dzire,Maruti,2017,70000,Petrol,650000
Hyundai verna crdi,Hyundai,2008,120000,Diesel,120000
Mahindra tuv 300,Mahindra,2016,65100,Diesel,730000
Maruti ignis 1.2,Maruti,2019,20000,Petrol,525000
Hyundai i20 active,Hyundai,2015,108000,Diesel,600000
Maruti swift lxi,Maruti,2019,15000,Petrol,500000
Hyundai santro xing,Hyundai,2009,77000,Petrol,150000
Maruti wagon r,Maruti,2015,18500,Petrol,409999
Mahindra tuv 300,Mahindra,2016,120000,Diesel,625000
Renault kwid rxt,Renault,2015,15200,Petrol,290000
Honda mobilio v,Honda,2015,35000,Petrol,500000
Hyundai verna 1.6,Hyundai,2011,80000,Diesel,475000
Hyundai eon era,Hyundai,2013,70000,Petrol,190000
Mahindra xuv500 w6,Mahindra,2014,80000,Diesel,750000
Nissan terrano xv,Nissan,2014,120000,Diesel,525000
Chevrolet cruze ltz,Chevrolet,2012,82000,Diesel,495000
Honda city 1.5,Honda,2010,60000,Petrol,321000
Toyota etios liva,Toyota,2017,50000,Petrol,585000
Ford figo diesel,Ford,2011,70000,Diesel,225000
Honda amaze e,Honda,2017,70000,Diesel,500000
Hyundai i20 1.4,Hyundai,2011,90000,Diesel,350000
Maruti ertiga shvs,Maruti,2016,70000,Diesel,756000
Maruti alto 800,Maruti,2014,50000,Petrol,240000
Maruti omni 8,Maruti,2012,120000,Petrol,80000
Hyundai i20 active,Hyundai,2019,5000,Petrol,800000
Mahindra scorpio vls,Mahindra,2009,80000,Diesel,320000
Hyundai grand i10,Hyundai,2017,25000,Petrol,509999
Tata zest quadrajet,Tata,2019,15000,Diesel,650000
Maruti alto k10,Maruti,2011,35000,Petrol,210000
Maruti alto lxi,Maruti,2008,80000,Petrol,110000
Tata nexon 1.5,Tata,2017,25000,Diesel,665000
Volkswagen ameo 1.5,Volkswagen,2017,52000,Diesel,555000
Volkswagen ameo 1.5,Volkswagen,2017,52000,Diesel,560000
Mahindra kuv 100,Mahindra,2016,80000,Diesel,375000
Maruti swift vdi,Maruti,2011,77000,Diesel,290000
Maruti swift dzire,Maruti,2017,127000,Diesel,605000
Honda wr-v i-vtec,Honda,2017,30000,Petrol,720000
Maruti ertiga shvs,Maruti,2017,70000,Diesel,800000
Mitsubishi pajero 2.8,Mitsubishi,2011,120000,Diesel,625000
Hyundai i20 1.4,Hyundai,2011,116500,Diesel,350000
Toyota innova 2.5,Toyota,2012,145000,Diesel,600000
Hyundai i20 sportz,Hyundai,2012,120000,Petrol,300000
Tata new safari,Tata,2011,120000,Diesel,240000
Ford figo 1.5d,Ford,2016,80000,Diesel,377000
Maruti ertiga vxi,Maruti,2013,140000,Petrol,450000
Hyundai verna xi,Hyundai,2008,100000,Petrol,160000
Hyundai xcent 1.2,Hyundai,2019,100000,Petrol,525000
Toyota innova 2.5,Toyota,2011,168000,Diesel,550000
Chevrolet cruze ltz,Chevrolet,2010,120000,Diesel,270000
Toyota etios gd,Toyota,2016,145000,Diesel,570000
Ford figo diesel,Ford,2011,90000,Diesel,225000
Hyundai xcent 1.2,Hyundai,2019,90000,Petrol,590000
Ford aspire titanium,Ford,2019,33000,Petrol,800000
Chevrolet sail 1.2,Chevrolet,2014,13500,Petrol,450000
Tata indigo lx,Tata,2012,80000,Diesel,300000
Hyundai i20 1.2,Hyundai,2017,20000,Petrol,645000
Maruti swift dzire,Maruti,2013,58000,Diesel,520000
Hyundai eon magna,Hyundai,2013,40000,Petrol,200000
Honda city i,Honda,2015,30000,Petrol,700000
Maruti 800 ac,Maruti,2000,50000,Petrol,45000
Ford figo aspire,Ford,2016,73000,Diesel,459999
Maruti ritz vdi,Maruti,2014,90000,Diesel,325000
Maruti wagon r,Maruti,2015,50000,Petrol,350000
Hyundai verna 1.6,Hyundai,2011,80000,Diesel,440000
Hyundai i20 1.4,Hyundai,2011,70000,Diesel,320000
Chevrolet spark 1.0,Chevrolet,2011,41000,Petrol,169000
Volkswagen polo petrol,Volkswagen,2013,50000,Petrol,350000
Ford classic 1.4,Ford,2014,113226,Diesel,350000
Ford figo diesel,Ford,2013,90000,Diesel,310000
Maruti swift 1.3,Maruti,2007,70000,Petrol,150000
Mahindra scorpio m2di,Mahindra,2010,160500,Diesel,420000
Maruti ciaz at,Maruti,2015,30000,Petrol,685000
Renault duster 4x4,Renault,2014,132000,Diesel,560000
Maruti swift vdi,Maruti,2013,120000,Diesel,470000
Hyundai verna transform,Hyundai,2011,80000,Petrol,380000
Mahindra scorpio 1.99,Mahindra,2015,57000,Diesel,670000
Maruti swift dzire,Maruti,2018,5000,Petrol,550000
Hyundai verna 1.6,Hyundai,2016,25000,Petrol,749000
Hyundai creta 1.6,Hyundai,2015,80000,Diesel,899000
Chevrolet optra magnum,Chevrolet,2011,88000,Diesel,290000
Datsun go plus,Datsun,2015,60000,Petrol,350000
Maruti swift dzire,Maruti,2017,43000,Petrol,500000
Skoda rapid 1.5,Skoda,2014,77000,Diesel,400000
Renault kwid rxt,Renault,2016,30000,Petrol,260000
Maruti alto 800,Maruti,2015,40000,Petrol,220000
Chevrolet enjoy tcdi,Chevrolet,2014,139000,Diesel,190000
Hyundai grand i10,Hyundai,2016,80000,Petrol,400000
Chevrolet beat diesel,Chevrolet,2014,76000,Diesel,170000
Hyundai elite i20,Hyundai,2019,3500,Petrol,650000
Maruti 800 ac,Maruti,2007,62000,Petrol,60000
Tata new safari,Tata,2007,110000,Petrol,300000
Chevrolet spark 1.0,Chevrolet,2012,40000,Petrol,125000
Tata indica vista,Tata,2013,120000,Diesel,130000
Maruti alto lx,Maruti,2011,70000,Petrol,170000
Maruti swift dzire,Maruti,2012,77000,Diesel,310000
Chevrolet spark 1.0,Chevrolet,2011,110000,Petrol,130000
Maruti wagon r,Maruti,2016,20000,Petrol,465000
Mahindra jeep mm,Mahindra,1995,90000,Diesel,160000
Mercedes-benz e-class e270,Mercedes-benz,2005,120005,Diesel,800000
Maruti alto k10,Maruti,2012,16830,Petrol,260000
Renault kwid 1.0,Renault,2017,38000,Petrol,325000
Mahindra bolero 2011-2019,Mahindra,2013,80000,Diesel,400000
Tata indica v2,Tata,2007,50000,Diesel,200000
Mahindra quanto c2,Mahindra,2013,52000,Diesel,450000
Tata indigo v,Tata,2012,50000,Diesel,229999
Hyundai eon magna,Hyundai,2016,30000,Petrol,340000
Mahindra bolero 2011-2019,Mahindra,2014,103000,Diesel,550000
Ford endeavour 3.0l,Ford,2011,93468,Diesel,975000
Volkswagen jetta 1.6,Volkswagen,2010,80000,Petrol,225000
Tata indigo ecs,Tata,2013,70000,Diesel,280000
Tata indigo cs,Tata,2012,35000,Diesel,259000
Ford figo 1.5p,Ford,2015,40000,Petrol,416000
Tata manza elan,Tata,2011,70000,Diesel,250000
Tata manza aura,Tata,2010,120000,Diesel,210000
Mahindra scorpio vlx,Mahindra,2008,120000,Diesel,290000
Tata indigo cs,Tata,2012,90000,Diesel,220000
Tata indigo ecs,Tata,2012,35000,Diesel,246000
Maruti omni e,Maruti,2018,30000,Petrol,260000
Hyundai creta 1.4,Hyundai,2018,70000,Diesel,1050000
Maruti swift vxi,Maruti,2016,20000,Petrol,550000
Tata indigo cs,Tata,2017,70000,Diesel,450000
Honda city i,Honda,2016,65000,Petrol,773000
Tata tiago 1.2,Tata,2017,25000,Petrol,450000
Maruti eeco 5,Maruti,2019,10000,Petrol,409999
Maruti 800 std,Maruti,2003,35000,Petrol,45000
Nissan teana xl,Nissan,2014,80000,Petrol,600000
Chevrolet beat lt,Chevrolet,2010,63000,Petrol,250000
Tata indica v2,Tata,2008,100000,Diesel,70000
Maruti wagon r,Maruti,2018,16589,Petrol,430000
Honda city i,Honda,2016,53201,Petrol,675000
Maruti baleno delta,Maruti,2017,25272,Petrol,570000
Maruti vitara brezza,Maruti,2017,53619,Diesel,850000
Ford ecosport 1.5,Ford,2018,6001,Petrol,640000
Tata indigo cs,Tata,2013,80000,Diesel,250000
Ford ecosport 1.5,Ford,2017,25000,Petrol,889000
Hyundai i20 2015-2017,Hyundai,2017,40000,Diesel,750000
Maruti swift ldi,Maruti,2010,130000,Diesel,320000
Maruti ciaz s,Maruti,2018,40000,Diesel,1000000
Maruti zen lx,Maruti,2000,70000,Petrol,110000
Honda city 2017-2020,Honda,2008,120000,Petrol,250000
Maruti swift dzire,Maruti,2015,60000,Diesel,600000
Maruti zen estilo,Maruti,2009,60000,Petrol,165000
Maruti alto lxi,Maruti,2004,60000,Petrol,118000
Maruti baleno delta,Maruti,2016,78000,Diesel,700000
Renault duster 85ps,Renault,2013,80000,Diesel,585000
Maruti alto lxi,Maruti,2006,120000,Petrol,120000
Maruti 800 std,Maruti,2003,90000,Petrol,65000
Maruti alto lx,Maruti,2006,100000,Petrol,150000
Maruti alto std,Maruti,2009,70000,Petrol,150000
Hyundai accent viva,Hyundai,2004,160000,Diesel,170000
Mahindra scorpio 2.6,Mahindra,2006,120000,Diesel,250000
Hyundai accent crdi,Hyundai,2005,100000,Diesel,100000
Maruti ertiga vdi,Maruti,2013,60000,Diesel,599000
Chevrolet cruze ltz,Chevrolet,2010,135000,Diesel,250000
Maruti swift vxi,Maruti,2016,90000,Petrol,570000
Volkswagen polo diesel,Volkswagen,2013,75000,Diesel,440000
Toyota innova 2.5,Toyota,2005,185000,Diesel,300000
Nissan micra xv,Nissan,2015,71717,Petrol,300000
Mahindra scorpio vlx,Mahindra,2011,150000,Diesel,500000
Maruti swift dzire,Maruti,2016,55000,Diesel,660000
Ford fiesta classic,Ford,2012,90000,Petrol,256000
Renault kwid 1.0,Renault,2018,35000,Petrol,409999
Hyundai santro xing,Hyundai,2011,100000,LPG,250000
Honda civic 1.8,Honda,2009,40000,Petrol,280000
Mahindra xylo d2,Mahindra,2010,100000,Diesel,300000
Tata safari storme,Tata,2016,120000,Diesel,900000
Maruti zen estilo,Maruti,2014,60000,Petrol,190000
Mahindra bolero power,Mahindra,2019,2000,Diesel,800000
Mahindra scorpio ex,Mahindra,2012,100000,Diesel,450000
Mahindra xylo d2,Mahindra,2015,110000,Diesel,400000
Tata new safari,Tata,2009,90000,Diesel,150000
Tata indigo cr4,Tata,2011,84321,Diesel,200000
Mahindra xuv500 w8,Mahindra,2013,177000,Diesel,600000
Tata indica vista,Tata,2010,60000,Diesel,175000
Hyundai i10 asta,Hyundai,2008,70000,Petrol,215000
Maruti omni e,Maruti,2011,70000,Petrol,190000
Renault duster 110ps,Renault,2013,126000,Diesel,520000
Tata indica vista,Tata,2015,70000,Diesel,285000
Mahindra tuv 300,Mahindra,2017,82000,Diesel,660000
Maruti 800 std,Maruti,2004,110000,Petrol,31504
Maruti swift dzire,Maruti,2015,45000,Petrol,515000
Nissan sunny diesel,Nissan,2012,70000,Diesel,295000
Nissan terrano xl,Nissan,2015,80000,Diesel,700000
Mahindra scorpio intelli,Mahindra,2017,45000,Diesel,1100000
Hyundai eon 1.0,Hyundai,2017,60000,Petrol,300000
Maruti swift vxi,Maruti,2013,41800,Petrol,450000
Maruti estilo lxi,Maruti,2010,132000,Petrol,135000
Maruti swift dzire,Maruti,2017,50000,Diesel,700000
Ford figo diesel,Ford,2012,40000,Diesel,250000
Maruti wagon r,Maruti,2009,96000,Petrol,140000
Mahindra xylo d4,Mahindra,2012,117000,Diesel,250000
Hyundai i10 era,Hyundai,2011,110000,Petrol,210000
Honda amaze s,Honda,2014,100000,Diesel,420000
Maruti alto lxi,Maruti,2007,88700,Petrol,130000
Nissan sunny xl,Nissan,2012,70000,Petrol,320000
Maruti wagon r,Maruti,2010,110000,Petrol,200000
Maruti alto 800,Maruti,2016,15000,Petrol,310000
Mahindra verito 1.5,Mahindra,2012,80000,Diesel,200000
Maruti ritz vxi,Maruti,2014,50000,Petrol,350000
Hyundai eon sportz,Hyundai,2018,15000,Petrol,444000
Datsun redigo t,Datsun,2017,25000,Petrol,300000
Mahindra verito 1.5,Mahindra,2011,57000,Diesel,225000
Mahindra bolero 2011-2019,Mahindra,2012,75000,Diesel,600000
Maruti eeco 5,Maruti,2013,26000,Petrol,260000
Hyundai xcent 1.1,Hyundai,2015,160000,Diesel,375000
Maruti alto lxi,Maruti,2010,120000,Petrol,150000
Maruti alto lxi,Maruti,2014,50000,Petrol,110000
Maruti alto lx,Maruti,2012,40000,Petrol,225000
Toyota etios gd,Toyota,2011,90000,Diesel,400000
Maruti esteem vxi,Maruti,2005,120000,Petrol,93000
Honda city i,Honda,2017,28000,Petrol,860000
Maruti swift dzire,Maruti,2018,50000,Diesel,650000
Maruti ertiga zdi,Maruti,2014,90000,Diesel,650000
Hyundai verna 1.4,Hyundai,2016,40000,Diesel,710000
Ford figo 1.5d,Ford,2017,113000,Diesel,430000
Maruti swift vdi,Maruti,2011,188000,Diesel,305000
Ford figo diesel,Ford,2011,100000,Diesel,220000
Mahindra tuv 300,Mahindra,2017,67000,Diesel,660000
Chevrolet beat diesel,Chevrolet,2011,70000,Diesel,140000
Toyota corolla altis,Toyota,2015,50000,Petrol,1100000
Volkswagen ameo 1.5,Volkswagen,2017,34000,Diesel,625000
Honda city 1.5,Honda,2004,110000,Petrol,198000
Hyundai santro gs,Hyundai,2001,71000,Petrol,60000
Maruti wagon r,Maruti,2005,140000,Petrol,130000
Honda city corporate,Honda,2012,100000,Petrol,540000
Hyundai grand i10,Hyundai,2017,10000,Petrol,550000
Maruti celerio zxi,Maruti,2018,30000,Petrol,475000
Hyundai santro asta,Hyundai,2018,7000,Petrol,540000
Force gurkha hard,Force,2018,20000,Diesel,910000
Maruti celerio vxi,Maruti,2019,4875,Petrol,484999
Maruti vitara brezza,Maruti,2018,58511,Diesel,950000
Ford figo 1.5d,Ford,2015,105000,Diesel,365000
Mahindra thar crde,Mahindra,2018,26235,Diesel,900000
Tata nexon 1.5,Tata,2017,26766,Diesel,919999
Mahindra marazzo m2,Mahindra,2019,23000,Diesel,1075000
Maruti swift vxi,Maruti,2017,24522,Petrol,600000
Maruti vitara brezza,Maruti,2016,63000,Diesel,839000
Volkswagen polo 1.2,Volkswagen,2019,2000,Petrol,635000
Mahindra logan diesel,Mahindra,2011,190000,Diesel,180000
Honda city i,Honda,2015,80000,Diesel,650000
Honda jazz select,Honda,2011,80000,Petrol,350000
Maruti alto k10,Maruti,2015,54000,Petrol,265000
Renault kwid 1.0,Renault,2018,30000,Petrol,330000
Maruti eeco 7,Maruti,2019,5000,Petrol,395000
